coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
112078,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:cc66274c-6193-4687-84ae-2c484245806c,"2019-09-11 15:27:35"
112078,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:93626daa-7ac3-46e2-9083-a927b3575659,"2019-09-11 15:27:35"
112085,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:a68d7fb6-309c-4f81-803c-839970310088,"2019-09-11 15:27:35"
112085,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:d6bdd9d1-71a8-498d-9b6d-b76272754efb,"2019-09-11 15:27:35"
112088,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:b494aaca-6081-47aa-8b42-70c2971a416e,"2019-09-11 15:27:35"
112088,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:ff042bef-d8e3-4db5-8f42-84ac9a04f570,"2019-09-11 15:27:35"
112053,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:381e6623-223c-4bc7-967c-697ca7071792,"2019-09-11 15:27:35"
112053,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:6b18e529-e141-4b84-b8f6-7320a75ff8d4,"2019-09-11 15:27:35"
112059,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:16c37b0d-46f7-4070-8a0f-f153b182a955,"2019-09-11 15:27:35"
112059,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:ea66520e-04c7-40b3-ae7b-c719931cf712,"2019-09-11 15:27:35"
112064,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:89954271-6629-4fbc-a764-b4ffb204a396,"2019-09-11 15:27:35"
112064,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:38fc24dd-507b-466c-899c-aa4f74008bfb,"2019-09-11 15:27:35"
112065,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:24422aee-cb33-4bf1-a2a4-977c4a6cb95b,"2019-09-11 15:27:35"
112065,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:b8f71f29-cae3-4e64-aa38-035017e765fa,"2019-09-11 15:27:35"
112027,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:9b68f176-7cca-4668-90e6-2905e51c4c6f,"2019-09-11 15:27:35"
112027,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:741a78eb-514e-4fb8-bc47-c9e11bd6c195,"2019-09-11 15:27:35"
112028,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:d3063074-7dca-4fb5-b7cf-d3a9fae16e24,"2019-09-11 15:27:35"
112028,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:22632519-027d-4638-9f68-d44eab500fe8,"2019-09-11 15:27:35"
112030,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:e0f9941f-bef8-4791-96fc-1ab2e9a0eb75,"2019-09-11 15:27:35"
112030,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:9519020d-81ea-4780-9ba7-1eada7d29cdf,"2019-09-11 15:27:35"
112183,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:116f3eea-d8d5-4ab6-80da-f5b1cfafa240,"2019-09-11 15:27:35"
112183,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:896a28f2-1917-4415-bc49-d285fc41268f,"2019-09-11 15:27:35"
112186,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:6648c16b-b090-4ae0-b151-a707d8c933b8,"2019-09-11 15:27:35"
112186,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:d3a084e4-6d35-4f92-bb44-d75c23965a39,"2019-09-11 15:27:35"
112180,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:bcbe4cd9-07b8-4afe-a1d9-b41f214b0179,"2019-09-11 15:27:35"
112180,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:b87323a1-0274-4549-8dfb-6b44afdb1d1e,"2019-09-11 15:27:35"
113073,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:effbfa83-c571-41c7-849e-089ba6ffbc99,"2019-09-11 15:27:35"
113073,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:0398082b-5339-48ad-8408-2be500724815,"2019-09-11 15:27:35"
112252,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:89ede382-9b5c-4e9d-8078-1154e042d292,"2019-09-11 15:27:35"
112252,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:01614368-ddb4-4d85-9c7e-beb5bf798dd3,"2019-09-11 15:27:35"
112197,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:0a02e137-fd1d-4c24-95a3-66cd0c648bf3,"2019-09-11 15:27:35"
112197,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:1ccc2aa9-7f28-4e34-9ba6-00a5b01263c5,"2019-09-11 15:27:35"
112029,,,,,Mordellidae,,1,"Latreille, 1802",,,,,,,urn:uuid:83cd29bb-51da-43e7-ad43-53a34f20c640,"2019-09-11 15:27:35"
112029,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:67c04e31-ae79-41cd-bf7c-e1d61b06dab3,"2019-09-11 15:27:35"
110697,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:1f95c9f3-c8ed-472e-984e-0c9ef5bca59e,"2019-09-17 13:46:29"
110697,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:e8c12319-6009-44b9-9060-244d50cde6da,"2019-09-17 13:46:29"
110698,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:51b06420-29fa-4ad2-a2cb-9610b8ef5a7d,"2019-09-17 13:46:29"
110698,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:e0caa583-5e0f-43c2-9519-d242fd924c80,"2019-09-17 13:46:29"
111752,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:9ccfd237-fe8a-4bc5-bfb8-dbc7170e7097,"2019-09-17 13:46:29"
111752,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:9b4d75e0-2c60-488d-9113-0b2269d8aa46,"2019-09-17 13:46:29"
111753,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:3b5533b6-6332-475c-a54f-a24e8b7b7c15,"2019-09-17 13:46:29"
111753,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:7fa69698-b386-4915-9969-456c6001335f,"2019-09-17 13:46:29"
111771,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:eac2fdb7-cdcd-4624-8e27-a2def77513fd,"2019-09-17 13:46:29"
111771,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:9b966803-26d5-4818-9110-31990a8ac54a,"2019-09-17 13:46:29"
111780,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:0d6c1827-7d0a-4fc6-83e5-70d81faca119,"2019-09-17 13:46:29"
111780,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:9f944fd2-3ac3-4e5f-ba4d-9bbd9a2e7e84,"2019-09-17 13:46:29"
110693,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:443e98ed-e157-43fd-8892-8cc5ad40746d,"2019-09-17 13:46:30"
110693,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:6e326440-16d0-4329-87b3-ea69013f9e70,"2019-09-17 13:46:30"
110694,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:36d258ed-7eb0-4277-99b1-eaca293f6174,"2019-09-17 13:46:30"
110694,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:d83f6863-01aa-4b2d-af3d-9dd7ff13580d,"2019-09-17 13:46:30"
110852,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:9dab2348-3ce6-41d0-b60f-58c819ed18ad,"2019-09-17 13:46:30"
110852,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:13a17d7f-95de-429b-92ae-489c30714b96,"2019-09-17 13:46:30"
110851,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:3e06a98a-97fa-43b7-b8ed-dbcd911a4fa7,"2019-09-17 13:46:30"
110851,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:9459d0d8-8380-4b05-b10b-740b9ea5a63c,"2019-09-17 13:46:30"
110685,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:96518039-f165-48e9-867a-9a1979ef3515,"2019-09-17 13:46:30"
110685,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:c2422cea-843c-4fe6-9e76-883ef9ee0285,"2019-09-17 13:46:30"
110687,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:49ed22fd-ed0e-4f08-a9c9-35fea58a163a,"2019-09-17 13:46:30"
110687,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:b7c49697-af2b-4245-b14b-6406ed37e886,"2019-09-17 13:46:30"
110689,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:fb41efda-6617-4062-bb59-c519c7c12370,"2019-09-17 13:46:30"
110689,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:2dc091bd-5eff-476d-b1fa-c7843170fb4c,"2019-09-17 13:46:30"
110688,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:d55ef66f-57e2-4092-9385-b8b5123fe667,"2019-09-17 13:46:30"
110688,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:7dd08595-5868-42db-92e6-d6770a77b90c,"2019-09-17 13:46:30"
112280,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:41d79f7f-f4a9-43f7-9595-1f59d04e1392,"2019-09-17 13:46:30"
112280,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:75b395ec-873e-4888-ad52-ead3e17ef8bb,"2019-09-17 13:46:30"
111850,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:59a8d1e9-5eff-4acf-b892-da2b867aea12,"2019-09-17 13:46:30"
111850,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:ad699d65-9ee2-4941-84d6-063a823816cd,"2019-09-17 13:46:30"
110690,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:f3bd2ade-3009-44d6-ad09-94f4f28fe4c1,"2019-09-17 13:46:30"
110690,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:29d3d3ce-cfdb-4e42-9567-ffa395072b3a,"2019-09-17 13:46:30"
110684,,,,,Elateridae,,1,"Leach, 1815",,,,,,,urn:uuid:00637fc4-8b66-40ed-8b34-075da7dd6c0e,"2019-09-17 13:46:30"
110684,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:7b3363e2-f13b-47b9-bfe4-1823c7ca0705,"2019-09-17 13:46:30"
110691,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:eacc970f-b4ff-4a47-bffd-aeaeabbe750c,"2019-09-17 14:28:39"
110691,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:80ce98ce-47c4-4683-bf49-080c5392f944,"2019-09-17 14:28:39"
110764,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:de1a1703-6f30-49e6-9331-5afece8159b6,"2019-09-17 14:28:39"
110764,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:48c8306e-633d-4cdf-ba59-2897668f42d1,"2019-09-17 14:28:39"
110824,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:23b6f124-4405-4f39-83c1-0e1bf10607b0,"2019-09-17 14:28:39"
110824,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:6208df41-0bf1-4208-8b65-29936504886d,"2019-09-17 14:28:39"
110825,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:8c843565-4ec8-4ae6-b40a-d31dfb03ce9d,"2019-09-17 14:28:39"
110825,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:3888328d-4c46-42e2-bfcb-4133125b8227,"2019-09-17 14:28:39"
113455,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:5680d982-9a14-4388-bfbf-2a1661c3466a,"2019-09-17 14:28:39"
113455,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:dfa093f4-fc51-458f-8ee0-632f8b687cae,"2019-09-17 14:28:39"
110695,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:1db08055-6657-4f54-b15f-44e621cb6cb9,"2019-09-17 14:28:39"
110695,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:0ac84201-7cb7-4dc2-829d-eb1e17f04f4e,"2019-09-17 14:28:39"
117946,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:1f8e75a0-a21f-4556-abbd-46e378946ec3,"2019-09-17 14:28:39"
117946,"Rachel Behm",,2017,,Cicindelinae,,0,"Latreille, 1802",,,,,,,urn:uuid:2e3326ce-db7b-4833-9b6c-c236cae90e5d,"2019-09-17 14:28:39"
112743,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:493a564b-e1ca-4480-b8ec-c7108152a576,"2019-09-17 14:28:39"
112743,"Martin Kellogg",,1983,,Melyridae,,0,,,,,,,,urn:uuid:14695a3c-9f10-4e27-990a-019c41d6ae66,"2019-09-17 14:28:39"
111649,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:012dbdbe-c306-4c0c-a6d8-848214d08da2,"2019-09-17 14:28:39"
111649,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:5ffff8b3-59fd-4c43-a718-b3fe47651784,"2019-09-17 14:28:39"
110618,"Rachel Behm",,2019,,Collops,,1,"Erichson 1840",,,,,,,urn:uuid:d3972aa5-8c59-4c4f-ac31-8e70384a8796,"2019-09-17 14:28:39"
110618,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:d81213bd-1285-483b-ad1a-6bf271ec2b33,"2019-09-17 14:28:39"
113392,"Rachel Behm",,2019,,Notoxus,,1,"Geoffroy 1762",,,,,,,urn:uuid:8eecd4cc-eeee-4955-9ba3-8d75e7f86702,"2019-09-17 14:39:10"
113392,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:c1ebad35-fe12-4023-bfc1-b7b5a11a2ebb,"2019-09-17 14:39:10"
113440,"Rachel Behm",,2019,,Notoxus,,1,"Geoffroy 1762",,,,,,,urn:uuid:25a8e2f5-d048-4433-b91a-379d84c74b29,"2019-09-17 14:39:10"
113440,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:319269ff-e7c5-427c-96e1-8f1714664248,"2019-09-17 14:39:10"
112026,"M. Gimmel",,2018,,Notoxus,,1,"Geoffroy 1762",,,,,,,urn:uuid:f1960c2e-4f1c-4125-a497-2831d9cb7fb1,"2019-09-17 14:40:05"
112026,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:029eb0fb-7cc1-4176-bd10-e6f970233e31,"2019-09-17 14:40:05"
112938,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:b1fce448-3f8c-40b4-b9cf-e2af6cee442b,"2019-09-17 15:01:33"
112938,"Martin Kellogg",,1982,,Meloidae,,0,"Gyllenhal, 1810",,,,,,,urn:uuid:66eada13-95f9-4cbd-8454-83b65c46b563,"2019-09-17 15:01:33"
113406,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:ac3d51ff-9aa2-4752-9140-3039e8c32cd5,"2019-09-17 15:01:33"
113406,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:e6881529-73ef-4e90-899f-47a8c87a587c,"2019-09-17 15:01:33"
113067,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:eae49811-bc94-4a55-a15d-3049b397d9bc,"2019-09-17 15:01:33"
113067,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:42671da4-a0ed-4743-b585-564689cb2b67,"2019-09-17 15:01:33"
110526,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:ab708938-a639-4856-b93c-99724fc980bd,"2019-09-17 15:01:33"
110526,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:f08a9572-29e2-4a45-8228-1195aa5d97b6,"2019-09-17 15:01:33"
113365,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:b9f2d827-4fc3-45d4-ac62-803d261f93ab,"2019-09-17 15:01:33"
113365,unknown,,unknown,,Coleoptera,,0,"Linnaeus, 1758",,,,,,,urn:uuid:be333fda-3f4e-439c-8a10-317fd0982799,"2019-09-17 15:01:33"
125783,,,,,Cerambycidae,,1,"Latreille, 1802",,,,,,,urn:uuid:86b82e66-bf71-49ec-b3e2-f944822d3b0f,"2019-09-17 15:29:28"
125783,unknown,,unknown,,Elateridae,,0,"Leach, 1815",,,,,,,urn:uuid:5d3c19fe-e1e2-48d1-b470-9bdf60e20353,"2019-09-17 15:29:28"
124723,,,,,Coleoptera,,1,"Linnaeus, 1758",,,,,,,urn:uuid:59fc8537-1bc3-46ef-9778-b2dae50da730,"2019-09-18 14:31:35"
112902,"Rachel Behm",,2019,,"Enicospilus sp. RBoph006",,1,,,,,,,,urn:uuid:8dd63909-c639-40c9-9309-4783dff11f7f,"2019-09-20 13:49:01"
112902,"Martin Kellogg",,1992,,Hymenoptera,,0,,,,,,,,urn:uuid:467e5acb-46d5-48bf-88a7-f350440107b2,"2019-09-20 13:49:01"
123451,"Zach Brown",,2019,,"Linepithema humile",,1,"(Mayr, 1868)",,,,,,,urn:uuid:6d82bfea-18ee-4012-9494-2ff0c9c33575,"2019-10-01 15:35:25"
123451,"Zach Brown",,2019,,Formicidae,,0,,,,,,,,urn:uuid:615273c9-cccc-47b5-8596-99d2fbaac655,"2019-10-01 15:35:25"
123139,"Elaine Tan",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:8c48d46d-6324-4696-9616-2196222b0a79,"2019-10-01 15:46:16"
123139,"Zach Brown",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:9331ac6a-14b6-4492-bead-2bc4e0fc432a,"2019-10-01 15:46:16"
123121,"Elaine Tan",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:fc86de25-8816-493e-82f3-19d1ec7bf39a,"2019-10-01 15:46:55"
123121,"Zach Brown",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:a4c8e017-d72a-4bd1-8ef9-32ccd7692226,"2019-10-01 15:46:56"
105126,"Elaine Tan",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:cd55f37d-a05d-4d4d-b19b-ad1eb30298e9,"2019-10-01 15:47:45"
105126,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:a1411add-884b-4774-91a6-187b6fce1a66,"2019-10-01 15:47:45"
123122,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:c972d29b-5937-4cfc-bf31-3828978818dc,"2019-10-01 15:48:55"
123122,"Zach Brown",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:38fd88c1-9de0-4183-a0d3-d801e9d57bf2,"2019-10-01 15:48:55"
105135,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:d62702d5-26d3-4994-a989-a91bd3d7d5a6,"2019-10-01 15:52:17"
105135,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:c20a127e-8446-4236-80e3-4193dc5b1276,"2019-10-01 15:52:17"
105231,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:0589114a-c74c-4351-be87-c33a4ad2e767,"2019-10-01 15:54:09"
105231,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:242e72f6-7723-4399-8cde-b6d098afd18f,"2019-10-01 15:54:09"
105232,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:f980f398-e700-48a8-9c9d-121609f9870e,"2019-10-01 15:55:47"
105232,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:692d82d2-d88b-4a31-8a36-bc63b510aa85,"2019-10-01 15:55:47"
123125,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:cd74f6fa-ff08-42a7-a9e4-df403798083a,"2019-10-01 15:57:14"
123125,"Elaine Tan",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:91c2aca8-fc95-4ee5-ac0d-7b725469a7ac,"2019-10-01 15:57:14"
105238,"Adam Searcy",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:cef33fd9-6917-4f49-9aac-174824bd3006,"2019-10-01 15:59:57"
105238,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:e79bd614-2fa9-4a01-a52d-1005b0baac04,"2019-10-01 15:59:57"
105240,"Ida Naughton",,2019,,"Camponotus dumetorum",,1,"Wheeler, 1910",,,,,,,urn:uuid:a8514f18-6036-486a-b4d8-1e88fbc85703,"2019-10-01 16:01:22"
105240,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:fec60600-1393-430e-b457-24aeadaab36f,"2019-10-01 16:01:22"
105125,"Ida Naughton",,2019,,"Camponotus fragilis",,1,"Pergande, 1894",,,,,,,urn:uuid:3f1d629c-cc88-4f1f-8c84-25d8adf53171,"2019-10-01 16:21:31"
105125,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:d1ec9f98-fc1d-47c7-a3b6-0f690b7a1b64,"2019-10-01 16:21:31"
123354,"Ida Naughton",,2019,,"Camponotus hyatti",,1,"Emery, 1893",,,,,,,urn:uuid:0999a207-228c-4ef0-ad0d-6fb9e9445e5c,"2019-10-01 16:26:08"
123354,"Elaine Tan",,2019,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:65016cbd-6d8c-4345-8625-519c835dcc0a,"2019-10-01 16:26:08"
105161,"Elaine Tan",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:9ef8ee57-ca39-427a-8e6a-934097c0f2d1,"2019-10-01 16:30:35"
105161,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:9bf40d3c-0008-4a74-81b5-dd92fcd594ac,"2019-10-01 16:30:35"
112838,"Elaine Tan",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:dff1697e-2c13-44c5-bf1a-1d432b02600c,"2019-10-01 16:34:08"
112838,"Martin Kellogg",,1999,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:46e79bd3-1a66-4267-b192-4f6010aaeac0,"2019-10-01 16:34:08"
105196,"Elaine Tan",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:0b756981-1a5a-433b-ba29-91036f1ea21b,"2019-10-01 16:35:04"
105196,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:3b03baa5-c8a7-493b-8867-a3eac510f738,"2019-10-01 16:35:04"
105167,"Elaine Tan",,2019,nr.,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:6388892a-b9e3-4362-aeea-49c5d12a2014,"2019-10-01 16:36:28"
105167,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:7b74563e-0509-4ac7-9e6e-22c1736cc35b,"2019-10-01 16:36:28"
105134,"Elaine Tan",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:2b6025c1-0304-461c-b55e-dbddcf329e35,"2019-10-01 16:38:02"
105134,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:b010709e-77ba-4c69-ad3d-e2a8566b8631,"2019-10-01 16:38:02"
123158,"Ida Naughton",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:2536a107-5827-4c00-871b-da67b47b856d,"2019-10-01 16:39:15"
123158,"Elaine Tan",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:bcf7f5a7-1fae-43c7-a19e-73b656a6155e,"2019-10-01 16:39:15"
123145,"Ida Naughton",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:fbe6fa02-daca-4a37-ae05-1d173c08669c,"2019-10-01 16:40:58"
123145,"Elaine Tan",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:b3054cb6-cb5c-45ba-b411-f9b8ad7dd08a,"2019-10-01 16:40:58"
105110,"Ida Naughton",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:da894f27-c80b-4feb-9c1d-266803b2bc3b,"2019-10-01 16:42:02"
105110,"I. Naughton",,2017,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:f43c8690-3d30-4204-85e5-70080522970c,"2019-10-01 16:42:02"
123160,"Ida Naughton",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:90091b81-1b34-400c-bbdb-953f500991b3,"2019-10-01 16:48:08"
123160,"Elaine Tan",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:1c06e475-613c-4035-9ca7-b2ec068f87a1,"2019-10-01 16:48:08"
123143,"Ida Naughton",,2019,,"Camponotus maritimus",,1,"Ward, 2005",,,,,,,urn:uuid:aed541d8-79aa-459c-bc06-edb64d15ef39,"2019-10-01 16:49:32"
123143,"Zach Brown",,2018,,Camponotus,,0,"Mayr, 1861",,,,,,,urn:uuid:b51e0724-8a8e-4299-80fa-479ac25d163a,"2019-10-01 16:49:32"
