gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2242623099	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027928.jpg											
2242623096	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027758.jpg											
2242623090	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026434.jpg											
2242623089	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027584.jpg											
2242623088	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029719_lg.jpg											
2242623087	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027812_lg.jpg											
2242623085	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025356_lg.jpg											
2242623083	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027775_lg.jpg											
2242623081	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025710.jpg											
2242623080	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025926_lg.jpg											
2242623079	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28366_1553125443_lg.jpg											
2242623076	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029786_lg.jpg											
2242623074	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00021/UCSB-IZC00021500_lg.jpg											
2242623072	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029570_lg.jpg											
2242623071	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027117_lg.jpg											
2242623070	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027972_lg.jpg											
2242623069	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029718_lg.jpg											
2242623068	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00021/UCSB-IZC00021521_lg.jpg											
2242623067	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025626.jpg											
2242623063	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00014/UCSB-IZC00014700_lg.jpg											
2242623062	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029660_lg.jpg											
2242623060	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027632_lg.jpg											
2242623058	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00002/UCSB-IZC00002620.jpg											
2242623057	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026016_lg.jpg											
2242623052	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025677_lg.jpg											
2242623051	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026842.jpg											
2242623048	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00015/UCSB-IZC00015030_lg.jpg											
2242623046	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026279.jpg											
2242623045	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027694_lg.jpg											
2242623044	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027128_lg.jpg											
2242623042	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027433_lg.jpg											
2242623041	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28191_1553192312_lg.jpg											
2242623038	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028370.jpg											
2242623036	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027826_lg.jpg											
2242623034	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28357_1553123011_lg.jpg											
2242623033	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028096_lg.jpg											
2242623032	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28536_1553192659_lg.jpg											
2242623030	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029662_lg.jpg											
2242623029	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027636_lg.jpg											
2242623027	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025919_lg.jpg											
2242623024	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026811.jpg											
2242623023	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28362_1553122382_lg.jpg											
2242623021	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027707.jpg											
2242623019	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029755_lg.jpg											
2242623018	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025494_lg.jpg											
2242623017	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027458_lg.jpg											
2242623015	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026980.jpg											
2242623014	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027018_lg.jpg											
2242623011	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025781_lg.jpg											
2242623010	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028336.jpg											
2242623008	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029947_lg.jpg											
2242623007	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025547_lg.jpg											
2242623006	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028031_lg.jpg											
2242623004	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025796_lg.jpg											
2242623003	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027210_lg.jpg											
2242623001	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029797_lg.jpg											
2242623000	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027839_lg.jpg											
2242622999	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028260.jpg											
2242622997	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00010/UCSB-IZC00010785_lg.jpg											
2242622993	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026092_lg.jpg											
2242622991	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028169.jpg											
2242622989	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029667_lg.jpg											
2242622988	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027676_lg.jpg											
2242622987	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029705.jpg											
2242622985	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28529_1553190484_lg.jpg											
2242622983	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027506.jpg											
2242622977	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025625_lg.jpg											
2242622976	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026006_lg.jpg											
2242622975	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00021/UCSB-IZC00021335_lg.jpg											
2242622973	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026245_lg.jpg											
2242622972	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027652_lg.jpg											
2242622969	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027794_lg.jpg											
2242622967	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027026.jpg											
2242622964	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029812.jpg											
2242622962	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28341_1553189904_lg.jpg											
2242622961	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025983_lg.jpg											
2242622959	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026555_lg.jpg											
2242622958	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027606_lg.jpg											
2242622957	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025729.jpg											
2242622954	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025453_lg.jpg											
2242622952	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028125_lg.jpg											
2242622951	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00021/UCSB-IZC00021304.jpg											
2242622949	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027679.jpg											
2242622946	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026082_lg.jpg											
2242622945	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026450_lg.jpg											
2242622944	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029884_lg.jpg											
2242622941	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028070_lg.jpg											
2242622940	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027435_lg.jpg											
2242622939	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28337_1553123505_lg.jpg											
2242622937	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028117.jpg											
2242622935	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025351_lg.jpg											
2242622931	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028179.jpg											
2242622928	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025707_lg.jpg											
2242622927	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027786_lg.jpg											
2242622926	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026538_lg.jpg											
2242622925	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027534_lg.jpg											
2242622924	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00002/UCSB-IZC00002902_lg.jpg											
2242622923	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028765.jpg											
2242622920	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029656_lg.jpg											
2242622917	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028038_lg.jpg											
2242622916	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027527_lg.jpg											
2242622914	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028142.jpg											
2242622913	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027629_lg.jpg											
2242622912	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025446_lg.jpg											
2242622909	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025657_lg.jpg											
2242622906	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029691_lg.jpg											
2242622905	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028713_lg.jpg											
2242622903	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027452.jpg											
2242622900	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025773.jpg											
2242622899	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025622.jpg											
2242622898	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027800_lg.jpg											
2242622897	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028287.jpg											
2242622892	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28373_1553118575_lg.jpg											
2242622890	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026236_lg.jpg											
2242622889	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027713_lg.jpg											
2242622887	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026065.jpg											
2242622885	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027432_lg.jpg											
2242622884	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025995_lg.jpg											
2242622882	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026402.jpg											
2242622878	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028033_lg.jpg											
2242622876	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025364_lg.jpg											
2242622874	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025727_lg.jpg											
2242622873	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00014/UCSB-IZC00014935_lg.jpg											
2242622871	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028741.jpg											
2242622870	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028841.jpg											
2242622866	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025343_lg.jpg											
2242622864	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026022_lg.jpg											
2242622863	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026256_lg.jpg											
2242622861	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028010_lg.jpg											
2242622860	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027579.jpg											
2242622859	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28556_1553124298_lg.jpg											
2242622857	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028339_lg.jpg											
2242622855	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029949_lg.jpg											
2242622853	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027145_lg.jpg											
2242622851	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025671.jpg											
2242622850	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027137_lg.jpg											
2242622848	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025914_lg.jpg											
2242622843	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029806_lg.jpg											
2242622841	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027921_lg.jpg											
2242622840	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00001/UCSB-IZC00001546_lg.jpg											
2242622839	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/28548_1553190841_lg.jpg											
2242622835	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028074_lg.jpg											
2242622834	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00021/UCSB-IZC00021544_lg.jpg											
2242622830	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027021_lg.jpg											
2242622826	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025555_lg.jpg											
2242622825	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027859_lg.jpg											
2242622824	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026222_lg.jpg											
2242622823	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025988_lg.jpg											
2242622821	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028259_lg.jpg											
2242622820	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027515.jpg											
2242622819	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026083_lg.jpg											
2242622818	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00014/UCSB-IZC00014930_lg.jpg											
2242622813	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027936.jpg											
2242622812	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00026/UCSB-IZC00026238_lg.jpg											
2242622811	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027144_lg.jpg											
2242622810	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028054_lg.jpg											
2242622808	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029655_lg.jpg											
2242622806	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029958.jpg											
2242622803	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00028/UCSB-IZC00028257_lg.jpg											
2242622802	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029679_lg.jpg											
2242622801	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00024/UCSB-IZC00024364_lg.jpg											
2242622800	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00025/UCSB-IZC00025930_lg.jpg											
2242622798	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00027/UCSB-IZC00027804_lg.jpg											
2242622797	StillImage	image/jpeg	https://symbiota.ccber.ucsb.edu:443/content/specimenImages/UCSB_IZC/UCSB-IZC00029/UCSB-IZC00029970_lg.jpg											
